Name,Store Number,Convenience,Shopping,Specialty,Unsought,Other
TATUM,35025,5121,278,4209,634,4979
CAPITAN,35027,8776,541,4744,3491,9948
CARRIZOZO,35027,2868,246,2140,482,3251
CORONA,35027,2403,65,2023,315,2354
HONDO VALLEY,35027,2971,181,2361,429,2874
RUIDOSO,35027,24770,3124,15667,5979,21510
LOS ALAMOS,35028,46561,9092,27669,9800,42905
DEMING,35029,63697,11352,46564,5781,58150
GALLUP-MCKINLEY COUNTY SCHOOLS,35031,152132,60483,78388,13261,142484
ZUNI,35031,19869,11014,8022,833,19678
MORA IND,35033,7868,2260,4920,688,7488
WAGON MOUND SCHOOL DISTRICT 12,35033,2515,176,2121,218,2309
ALAMOGORDO,35035,56804,7994,41124,7686,58638
CLOUDCROFT,35035,5693,266,3936,1491,6712
TULAROSA,35035,12467,2244,8856,1367,11524
SAN JON,35037,2642,184,2169,289,2480
TUCUMCARI PUBLIC SCHOOLS,35037,12366,1703,9246,1417,12782
HOUSE MUNICIPAL SCHOOLS,35037,1916,55,1696,165,1980
LOGAN MUNICIPAL SCHOOLS,35037,4083,194,3354,535,4365
ESPANOLA SCHOOL DISTRICT 45,35039,45515,7101,33415,4999,44027
DULCE IND,35039,14607,5369,4225,5013,11493
CHAMA VALLEY,35039,7431,422,5419,1590,10289
JEMEZ MOUNTAIN,35043,5129,925,3437,767,5283
ELIDA,35041,2554,69,1903,582,2412
PORTALES,35041,30677,3568,23080,4029,29342
FLOYD,35041,3462,275,2962,225,3193
DORA SCHOOLS DISTRICT,35041,4476,280,3751,445,4178
BERNALILLO,35043,43098,9882,23596,9620,49851
CUBA IND SCHOOL DISTRICT 20,35043,10480,2666,5936,1878,10253
RIO RANCHO PUBLIC SCHOOLS,35043,168312,8282,126080,33950,155879
JEMEZ VALLEY,35043,7650,2331,4214,1105,9834
AZTEC,35045,34769,2764,24876,7129,35121
FARMINGTON SCHOOL DISTRICT 5,35045,121006,11212,83765,26029,123301
CENTRAL CONSOLIDATED,35045,87663,42626,35508,9529,88162
LAS VEGAS CITY,35047,21196,2618,15238,3340,19297
LAS VEGAS WEST,35047,23012,4586,15856,2570,21570
PECOS IND,35047,8756,1220,6639,897,8396
SANTA FE CITY,35049,198924,15518,116466,66940,182435
POJOAQUE VALLEY,35049,21308,2952,15571,2785,21658
TRUTH OR CONSEQUENCES,35051,17435,2397,12280,2758,17574
MAGDALENA SCHOOL DISTRICT 12,35053,7186,1704,4404,1078,7333
SOCORRO CONSOLIDATED,35053,21278,3398,15515,2365,21763
PENASCO IND,35055,6087,853,4819,415,6548
TAOS MUNICIPAL,35055,38798,4811,24920,9067,34746
MESA VISTA CONSOLIDATED,35039,6130,656,4556,918,6174
QUESTA,35055,7999,895,5835,1269,7768
ESTANCIA MUNICIPAL,35057,9398,864,7394,1140,9125
MORIARTY SCHOOL DISTRICT 8,35057,29272,3115,19796,6361,30992
MOUNTAINAIR,35057,4417,469,3468,480,4303
DES MOINES,35059,2364,170,1948,246,2213
BELEN,35061,45127,5654,33010,6463,46579
LOS LUNAS,35061,86539,9631,64569,12339,81970
GRANTS-CIBOLA COUNTY SCHOOLS,35006,44872,9417,30836,4619,43987
BUFFALO CITY,36029,995056,127470,745823,121763,936622
NEW YORK CITY,36061,27448356,1739101,10568010,15141245,29620098
SYRACUSE CITY,36067,458866,59438,328991,70437,465337
YONKERS CITY,36119,610386,43539,346918,219929,602650
BERNE KNOX-WESTERLO CENTRAL,36001,21764,646,10818,10300,20846
BETHLEHEM CENTRAL SCH,36001,100592,1652,33256,65684,92677
RAVENA COEYMANS SELKIRK CENTRAL,36001,45007,1486,18986,24535,44032
COHOES CITY,36001,41815,2896,23508,15411,39111
SOUTH COLONIE CENTRAL,36001,101630,3379,31735,66516,95203
NORTH COLONIE CENTRAL,36001,106934,2743,26029,78162,102797
MENANDS UNION FREE,36001,7807,172,1467,6168,7454
GREEN ISLAND UNION FREE,36001,7145,306,3428,3411,6694
GUILDERLAND CENTRAL,36001,99344,2119,30496,66729,99692
VOORHEESVILLE CENTRAL SCH,36001,23823,474,7466,15883,22286
ALBANY CITY SCHOOL DIST,36001,253662,16928,106616,130118,238131
ALFRED-ALMOND CENTRAL1,36003,12902,554,7949,4399,11926
ANDOVER CENTRAL,36003,8952,501,6085,2366,7662
ANGELICA-BELMONT CENTRAL,36003,15477,815,11860,2802,14611
BELFAST CENTRAL,36003,9896,720,7572,1604,9015
BOLIVAR-RICHBURG CENTRAL,36003,19396,828,15655,2913,17006
CANASERAGA CENTRAL,36003,7143,346,4980,1817,6191
CUBA-RUSHFORD,36003,21125,955,14512,5658,18930
FRIENDSHIP CENTRAL,36003,10226,902,7842,1482,9306
WHITESVILLE CENTRAL,36003,6631,277,4998,1356,5783
SCIO CENTRAL1,36003,9975,465,7720,1790,11150
WELLSVILLE CTL,36003,29285,1564,20816,6905,25870
CHENANGO FORKS CENTRAL,36007,33028,1051,20612,11365,34481
BINGHAMTON CITY,36007,144295,33546,70879,39870,137501
HARPURSVILLE CENTRAL,36007,20730,1046,15446,4238,23073
SUSQUEHANNA VAL CTL SCH,36007,38745,1555,22118,15072,36902
CHENANGO VALLEY CENTRAL SCHOOL DIST,36007,37212,1371,19230,16611,40493
SOUTH MOUNTAIN-HICKORY COMMON SCHOOL DIST,36007,342,0,26,316,178
UNION-ENDICOTT CTL,36007,80630,3412,42148,35070,81633
JOHNSON CITY CTL SCHOOL DIST,36007,54571,3534,28091,22946,58791
MAINE ENDWELL CENTRAL,36007,53576,1574,28876,23126,51710
DEPOSIT CENTRAL SCHOOL DIST,36025,15866,744,7295,7827,17346
WHITNEY PT CTL,36007,35986,1662,26128,8196,34557
VESTAL CENTRAL,36007,74769,1680,29389,43700,71233
WINDSOR CENTRAL,36007,38436,1398,22507,14531,42291
ALLEGANY-LIMESTONE CSD,36009,23494,783,15832,6879,20738
WEST VALLEY CENTRAL4,36009,8922,284,5440,3198,8342
ELLICOTTVILLE CENT SCH,36009,11650,451,3906,7293,15675
FRANKLINVILLE CENTRAL1,36009,19885,1064,14997,3824,17767
HINSDALE CENTRAL,36009,9383,506,7166,1711,8930
OLEAN CITY,36009,42449,3020,27471,11958,40354
GOWANDA CENTRAL,36009,30431,2478,22678,5275,27788
PORTVILLE CENTRAL,36009,17326,556,12638,4132,17192
RANDOLPH CENTRAL SCHOOL DIST,36009,20229,1378,13681,5170,17883
SALAMANCA CITY,36009,34759,4957,27883,1919,27653
YORKSHIRE-PIONEER CTL,36009,53983,3020,39021,11942,59032
CATTARAUGUS-LITTLE VALLEY CONSOLIDATED,36009,25433,883,19260,5290,23036
WEEDSPORT CENTRAL SCH,36011,18264,631,10708,6925,22563
CATO-MERIDIAN CENTRAL,36011,20645,710,14223,5712,19436
PORT BYRON CTL,36011,21291,804,14614,5873,19249
MORAVIA CENTRAL SCH,36011,21967,821,13118,8028,21537
SOUTHERN CAYUGA CENTRAL,36011,17645,663,8970,8012,18343
UNION SPRINGS CENTRL SCHOOL DIST,36011,19048,991,10707,7350,18392
SOUTHWESTERN CENTRAL SCH DIST-JAMESTOWN,36013,27046,892,14943,11211,23958
FREWSBURG CENTRAL SCHOOL DIST,36013,16462,588,11663,4211,15240
CASSADAGA VAL CTL SCHOOL DIST,36013,21652,1042,15853,4757,20412
CHAUTAUQUA LAKE CENTRAL,36013,22023,857,8190,12976,20949
PINE VALLEY CENTRAL SCH DIST-SO. DAYTON,36013,15759,828,12068,2863,13926
CLYMER CENTRAL,36013,10713,590,5992,4131,9653
DUNKIRK CITY,36013,43474,4065,28022,11387,41447
BEMUS PT CENTRAL SCHOOL DIST,36013,13210,385,5062,7763,17222
FALCONER CENTRAL SCHOOL DIST,36013,21668,1083,14459,6126,19010
FREDONIA CTL,36013,30826,1376,15658,13792,30163
FORESTVILLE CENTRAL SCH,36013,11402,501,7731,3170,11093
SILVER CREEK CENTRAL,36013,23611,1488,16705,5418,21709
PANAMA CENTRAL,36013,13107,443,9528,3136,11222
JAMESTOWN CITY,36013,90268,8060,67055,15153,93505
BROCTON CENTRAL SCHOOL DIST,36013,18109,785,13460,3864,14646
RIPLEY CENTRAL,36013,9148,312,7235,1601,10202
SHERMAN CENTRAL,36013,10123,747,6983,2393,9561
WESTFIELD CTL,36013,15439,605,9758,5076,14955
ELMIRA CITY,36015,132034,9395,93370,29269,118645
ELMIRA HGTS CENTRAL SCH,36015,21660,1000,13555,7105,19094
HORSEHEADS CTL,36015,75496,2491,37244,35761,69800
AFTON CENTRAL,36017,16794,624,11888,4282,15655
BAINBRIDGE GUILFORD CTL SCHOOL DIST,36017,19732,786,12353,6593,17451
GREENE CENTRAL,36017,26626,1049,18437,7140,26587
UNADILLA VALLEY CENTRAL,36017,19555,892,14240,4423,18908
NORWICH CITY,36017,41008,2185,28884,9939,41316
OTSELIC VALLEY CENTRAL SCH DIST AT GEORGETOWN-SOUTH OTSELIC,36017,11024,614,7022,3388,10148
OXFORD ACADEMY CTL,36017,22741,902,14521,7318,18136
SHERBURNE-EARVLVILLE CENTRAL1,36017,32489,1385,24492,6612,30438
AUSABLE VALLEY CENTRAL SCHOOL DIST,36019,32414,976,19540,11898,28044
BEEKMANTOWN CENTRAL SCH,36019,44540,2353,23316,18871,40195
NORTHEASTERN CLINTON CENTRAL SCHOOL DIST,36019,29094,1395,18434,9265,26591
CHAZY UNION FREE,36019,10341,400,5477,4464,10646
NORTHERN ADIRONDACK CENTRAL SCHOOL DIST,36019,21664,1120,15337,5207,19592
PERU CENTRAL,36019,44019,1548,27041,15430,40366
PLATTSBURG CITY,36019,42341,2038,20677,19626,43394
SARANAC CTL,36019,31726,1094,19310,11322,30456
GERMANTOWN CENTRAL SCH,36021,14537,523,5883,8131,14034
CHATHAM CENTRAL,36021,29588,767,8697,20124,27526
TACONIC HILLS CENTRAL,36021,36598,1352,12810,22436,34465
HUDSON CITY,36021,50935,4831,23933,22171,47684
KINDERHOOK CENTRAL,36021,38233,1126,15860,21247,37552
NEW LEBANON CTL,36021,12947,367,4079,8501,11984
CINCINNATUS CENTRAL SCH,36023,15307,644,11033,3630,14975
MC GRAW CTL,36023,12046,578,8766,2702,11103
CORTLAND CITY,36023,48330,2869,29505,15956,52052
HOMER CENTRAL,36023,41700,1514,24358,15828,45447
MARATHON CENTRAL,36023,16449,783,11913,3753,20005
ANDES CENTRAL,36025,4136,180,1012,2944,3901
DOWNSVILLE CENTRAL SCHOOL DIST,36025,9436,363,1467,7606,9815
CHARLOTTE VALLEY CTL SCH,36025,10231,645,6302,3284,9208
DELHI CENTRAL,36025,20119,679,10207,9233,18353
FRANKLIN CENTRAL,36025,6760,288,4042,2430,6853
HANCOCK CENTRAL,36025,10778,310,6139,4329,11383
MARGARETVILLE CENTRAL,36025,11457,484,3719,7254,9984
ROXBURY CENTRAL SCHOOL DIST,36025,11098,374,4915,5809,10792
SIDNEY CENTRAL,36025,26181,1186,18599,6396,26225
STAMFORD CENTRAL,36025,10404,395,6109,3900,9660
SOUTH KORTRIGHT CENTRAL SCHOOL DIST,36025,9515,316,4877,4322,9768
WALTON CENTRAL,36025,21452,1275,14109,6068,19573
ARLINGTON CENTRAL,36027,207413,3869,70811,132733,207908
BEACON CITY,36027,68708,2589,31123,34996,67122
DOVER U F,36027,30671,1082,12800,16789,30674
HYDE PARK CENTRAL,36027,91903,3208,35744,52951,87472
NORTHEAST CENTRAL,36027,19777,656,6679,12442,18272
PAWLING CENTRAL,36027,37581,599,8509,28473,34472
PINE PLAINS CENTRAL SCH,36027,29717,690,8167,20860,29466
POUGHKEEPSIE CITY SCH,36027,104511,11389,65873,27249,98958
SPACKENKILL UNION FREE,36027,42725,641,10615,31469,41773
RED HOOK CENTRAL,36027,50797,974,19116,30707,51594
RHINEBECK CENTRAL SCH,36027,31059,613,5208,25238,30522
WAPPINGER CENTRAL,36027,220064,5767,67436,146861,227382
MILLBROOK CENTRAL,36027,30441,450,7086,22905,29323
ALDEN CENTRAL,36029,34041,1252,18079,14710,33740
WILLIAMSVILLE CENTRAL SCH,36029,178955,5031,53570,120354,170239
SWEET HOME CENTRAL,36029,75252,2874,26892,45486,83952
CHEEKTOWAGA CENTRAL,36029,44376,3139,17818,23419,41752
CHEEKTOWAGA-MARYVALE UNION FREE,36029,44352,1836,22319,20197,39821
CLEVELAND HILLS U F,36029,30069,1425,17703,10941,27301
CLARENCE CENTRAL,36029,77530,1887,26971,48672,78049
SPRINGVILLE-GRIFFITH INST CENTRAL,36029,37386,1169,20520,15697,34700
DEPEW UNION FREE,36029,40701,1493,22565,16643,38225
EAST AURORA UNION FREE SCHOOL DIST,36029,31639,881,10159,20599,34492
EDEN CENTRAL,36029,27606,716,12755,14135,24998
IROQUOIS CENTRAL,36029,46530,1090,17325,28115,45074
EVANS BRANT CENTRAL,36029,55392,2611,35143,17638,53123
GRAND ISLAND CENTRAL SCH,36029,55308,1520,21434,32354,64552
FRONTIER CENTRAL,36029,81491,3003,38695,39793,76071
HAMBURG CENTRAL,36029,67504,1645,28759,37100,65501
HOLLAND CENTRAL,36029,18306,885,10015,7406,17347
KENMORE-TONAWANDA UF SCHOOL DIST,36029,160618,6144,72673,81801,157010
LACKAWANNA CITY,36029,49083,2858,34620,11605,48316
LANCASTER CENTRAL SCH,36029,96651,3204,41386,52061,97620
AKRON CENTRAL,36029,30475,1538,19127,9810,29180
NORTH COLLINS CENTRAL,36029,15610,564,9260,5786,13652
ORCHARD PARK CENTRAL SCH,36029,93006,1941,30052,61013,92114
CHEEKTOWAGA-SLOAN UNION FREE,36029,33441,1301,19200,12940,30156
TONAWANDA CITY,36029,34000,1487,21355,11158,30755
WEST SENECA CTL SCHOOL DIST,36029,120318,4289,56578,59451,111006
AMHERST CENTRAL SCHOOL DIST,36029,55733,2331,18185,35217,65619
CROWN POINT CENTRAL SCH,36031,6698,289,4947,1462,6139
ELIZABETHTOWN LEWIS CENTRAL SCHOOL DIST,36031,8132,265,4381,3486,7513
KEENE CENTRAL,36031,5941,160,841,4940,5197
MINERVA CENTRAL,36031,4918,128,1452,3338,4520
MORIAH CENTRAL,36031,16916,938,12513,3465,14843
NEWCOMB CENTRAL,36031,5499,67,734,4698,4697
LAKE PLACID CENTRAL,36031,18919,577,3109,15233,17457
SCHROON LAKE CENTRAL SCHOOL DIST,36031,7702,249,1242,6211,7242
TICONDEROGA CENTRAL,36031,20651,956,7757,11938,21014
WESTPORT CENTRAL SCHOOL DIST,36031,6116,230,2531,3355,5607
WILLSBORO CENTRAL SCH,36031,7909,264,2683,4962,7554
CHATEAUGAY CENTRAL SCH,36033,13217,724,8998,3495,11972
SALMON RIVER CENTRAL,36033,40224,3155,34528,2541,49286
MALONE CENTRAL,36033,50965,2657,36121,12187,58773
BRUSHTON MOIRA CTL SCH,36033,18425,1111,14659,2655,16692
SARANAC LAKE CTL SCHOOL DIST,36033,30179,1228,9096,19855,26883
TUPPER LAKE CENTRAL SCHOOL DIST,36033,17724,610,9533,7581,17386
ST REGIS FALLS CENTL,36033,8166,359,5351,2456,7553
BROADALBIN-PERTH CENTRAL SCHOOL,36035,34057,1210,19839,13008,31573
WHEELERVILLE UN FREE,36035,4022,190,1750,2082,4096
GLOVERSVILLE CITY SCH,36035,64263,4305,45956,14002,59465
JOHNSTOWN CITY,36035,30665,1465,21271,7929,34131
MAYFIELD CENTRAL SCHOOL DIST,36035,17347,568,10165,6614,16164
NORTHVILLE CENTRAL,36035,10889,548,4173,6168,9653
OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,36057,19760,1082,14515,4163,17402
ALEXANDER CENTRAL SCH,36037,17158,403,11553,5202,16385
BATAVIA CITY,36037,45585,2606,25454,17525,48945
BRYON BERGEN CENTRAL SCH,36037,23289,1110,14706,7473,20372
ELBA CENTRAL,36037,9353,378,6334,2641,8384
LE ROY CENTRAL,36037,23813,957,14632,8224,25109
OAKFIELD-ALABAMA CTL,36037,18358,665,12686,5007,23870
PAVILION CENTRAL SCHOOL DIST,36037,17645,673,12054,4918,19102
PEMBROOKE CTL,36037,20968,814,13402,6752,20549
CAIRO-DURHAM CENTRAL,36039,29327,1696,14879,12752,27941
CATSKILL CTL,36039,41073,1493,19346,20234,39017
COXSACKIE ATHENS CTL,36039,28990,989,11098,16903,27542
GREENVILLE CTL,36039,29059,754,12908,15397,34431
HUNTER TANNERSVILLE CTL,36039,13808,531,2490,10787,12224
WINDHAM ASHLAND JEWETT CENTRAL,36039,11584,275,1690,9619,11422
PISECO COMMON,36041,1028,0,23,1005,988
INDIAN LAKE CENTRAL SCH,36041,5840,71,956,4813,5945
INLET COMMON,36041,1468,39,33,1396,1378
LAKE PLEASANT CENTRAL,36041,4714,118,792,3804,4110
LONG LAKE CENTRAL,36041,3544,38,719,2787,3779
RAQUETTE LAKE UNION FREE SCHOOL DIST,36041,198,0,1,197,132
WELLS CENTRAL,36041,5710,168,1307,4235,4982
WEST CANADA VALLEY CENTRAL SCHOOL DIST,36043,15966,502,10719,4745,15099
FRANKFORT SCHUYLER CENTRAL,36043,19246,561,12341,6344,17757
HERKIMER CENTRAL SCHOOL DIST,36043,24172,826,15615,7731,20777
LITTLE FALLS CITY,36043,23205,1132,14493,7580,21382
DOLGEVILLE CENTRAL SCH,36043,18317,939,13155,4223,21764
POLAND CENTRAL,36043,13595,399,6917,6279,12305
VAN HORNESVILLE-OWEN YOUNG CNTRL,36043,6093,204,4146,1743,4731
WEBB TOWN UNION FREE,36043,7848,171,1128,6549,7578
MOUNT MARKHAM CENTRAL,36043,24916,649,18497,5770,25518
CENTRAL VALLEY CENTRAL,36043,49487,3505,38883,7099,47153
SOUTH JEFFERSON CENTRAL,36045,31811,1492,23432,6887,31509
ALEXANDRIA CENTRAL,36045,12847,713,5177,6957,11965
INDIAN RIVER CTL SCHOOL DIST,36045,79027,21620,51683,5724,90071
GEN BROWN CENTRAL SCH,36045,22431,1073,13933,7425,20390
CARTHAGE CENTRAL SCHOOL DIST,36045,66263,18058,39017,9188,58952
THOUSAND ISLANDS CENTRAL,36045,21819,843,9530,11446,22776
BELLEVILLE HENDERSON CENTRAL SCH,36045,9811,563,5089,4159,10421
SACKETS HARBOR CENTRAL SCH DST,36045,8413,526,4038,3849,7824
LYME CENTRAL,36045,8698,933,3831,3934,7446
LAFARGEVILLE CENTRAL SCH,36045,10483,554,6130,3799,9412
WATERTOWN CITY,36045,66925,6973,42701,17251,64598
COPENHAGEN CENTRAL,36049,10332,518,7658,2156,9563
HARRISVILLE CENTRAL,36049,9444,684,5283,3477,9304
LOWVILLE CENTRAL SCHOOL DIST,36049,26602,935,18120,7547,28458
BEAVER RIVER CENTRAL,36049,16810,496,11305,5009,17654
SOUTH LEWIS CENTRAL1,36049,25846,813,16941,8092,24743
AVON CENTRAL,36051,19789,613,10416,8760,24367
CALEDONIA-MUMFORD CTL,36051,17896,604,10936,6356,17280
DANSVILLE CENTRAL,36051,33123,1732,24037,7354,29035
GENESEO CENTRAL,36051,18964,650,8295,10019,18437
LIVONIA CENTRAL,36051,33347,1000,17240,15107,31446
MOUNT MORRIS CENTRAL SCH,36051,14340,605,9874,3861,15335
KESHEQUA CENTRAL,36051,20807,631,15509,4667,16046
YORK CENTRAL,36051,16661,594,11046,5021,15191
BROOKFIELD CENTRAL,36053,6127,279,4493,1355,5337
CAZENOVIA CENTRAL SCH,36053,28533,756,10837,16940,31096
CANASTOTA CENTRAL SCHOOL DIST,36053,27220,1214,16224,9782,26957
DERUYTER CENTRAL SCHOOL DIST,36053,10037,458,6205,3374,9850
MORRISVILLE EATON CENTRAL SCHOOL DIST,36053,16333,635,11334,4364,14549
HAMILTON CTL,36053,12492,386,5268,6838,12000
MADISON CENTRAL,36053,9980,440,6706,2834,9997
ONEIDA CITY,36053,42814,1400,26850,14564,40514
STOCKBRIDGE VAL CTL,36053,10695,397,8353,1945,10131
CHITTENANGO CTL SCHOOL DIST,36053,41722,1526,23389,16807,41801
BRIGHTON CENTRAL,36055,72598,1524,18918,52156,71042
EAST ROCHESTER UF SCHOOL DIST,36055,27517,1010,12652,13855,28917
FAIRPORT CENTRAL SCHOOL DIST,36055,119584,2880,45876,70828,125298
GATES CHILI CTL SCHOOL DIST,36055,100570,3304,48378,48888,101464
GREECE CENTRAL,36055,229615,10956,113485,105174,230426
EAST IRONDEQUOIT CENTRAL,36055,77016,2893,37150,36973,70997
WEST IRONDEQUOIT CENTRAL,36055,70657,1843,33813,35001,70772
HONEOYE FALLS-LIMA CENTRAL,36055,47508,1062,19159,27287,45294
SPENCERPORT CENTRAL SCH,36055,79617,2193,39834,37590,73445
HILTON CENTRAL,36055,79949,2352,41849,35748,77117
PENFIELD CENTRAL SCHOOL,36055,94593,1932,34404,58257,90289
PITTSFORD CENTRAL SCH,36055,126921,1524,29509,95888,134095
CHURCHVILLE CHILI CTL,36055,81789,1342,45836,34611,78258
RUSH-HENRIETTA CENTRAL,36055,122300,4321,41922,76057,116689
BROCKPORT CENTRAL,36055,76844,2606,44579,29659,79758
WEBSTER CENTRAL,36055,162162,4180,58611,99371,161122
WHEATLAND CHILI CTL SCHOOL D,36055,17956,653,8431,8872,18838
AMSTERDAM,36057,73619,6774,45483,21362,68005
CANAJOHARIE CENTRAL SCH,36057,21658,1011,14337,6310,20604
FONDA FULTONVILLE CTL,36057,27227,1262,16358,9607,30018
FORT PLAIN CENT,36057,19720,1315,13721,4684,19983
BALDWIN UNION FREE,36059,127407,1883,42954,82570,117693
EAST MEADOW UNION FREE SCHOOL DIST,36059,190592,3059,66279,121254,186783
EAST ROCKAWAY UNION FREE SCHOOL DIST,36059,39441,2699,10816,25926,34736
FARMINGDALE UNION FREE,36059,158426,2824,46477,109125,166866
FREEPORT UNION FREE,36059,167823,7500,79514,80809,160240
GARDEN CITY U F,36059,110185,1302,11574,97309,103611
GLEN COVE CITY,36059,83734,2755,16040,64939,79793
GREAT NECK UF,36059,223813,2901,17559,203353,213450
VALLEY STREAM CENTRAL HIGH SCHOOL DIST,36059,112255,2398,30951,78906,110098
SEWANHAKA CTL HIGH SCHOOL DIST,36059,178385,4222,49972,124191,193360
BELLMORE-MERRICK CTL HIGH SCHOOL DIST,36059,140954,1815,37513,101626,148023
HEMPSTEAD IND UF SCHOOL DIST,36059,212819,9095,124607,79117,206291
NORTH BELLMORE UF SCHOOL,36059,52322,1363,19397,31562,53437
BELLMORE UNION FREE,36059,30634,374,7308,22952,30381
ROOSEVELT UF,36059,99045,4533,74456,20056,95449
VALLEY STREAM UNION FREE13,36059,46687,662,16409,29616,45322
ELMONT UNION FREE,36059,84447,3258,31716,49473,82141
FRANKLIN SQ UF SCHOOL DIST,36059,37771,767,11614,25390,35943
FLORAL PARK BELLEROSE UNION FREE,36059,29780,702,7810,21268,29637
WANTAGH UNION FREE,36059,75117,942,23467,50708,76150
VALLEY STREAM UNION FREE24,36059,27937,865,8023,19049,26501
MERRICK UF,36059,46682,496,10257,35929,45603
ISLAND TREES UF,36059,59730,1010,21178,37542,59256
NORTH MERRICK UNION FREE SCHOOL DIST,36059,30233,607,10282,19344,29595
VALLEY STREAM UNION FREE30,36059,35832,774,9637,25421,33436
ISLAND PARK UNION FREE SCHOOL DIST,36059,38752,3158,4878,30716,35792
HICKSVILLE UF,36059,129415,3111,27474,98830,123186
LAWRENCE UNION FREE SCHOOL DIST,36059,107151,7048,16927,83176,103583
LEVITTOWN UNION FREE SCHOOL DIST,36059,202253,2949,79607,119697,198812
LONG BEACH CITY,36059,140029,8103,29092,102834,142197
LYNBROOK UNION FREE SCHOOL DIST,36059,79771,859,16159,62753,77993
MALVERNE UNION FREE SCHOOL DIST,36059,54689,1076,16694,36919,53908
MANHASSET UNION FREE SCHOOL DIST,36059,93227,951,7804,84472,93756
MINEOLA UNION FREE SCHOOL DIST,36059,93419,3749,14336,75334,88690
MASSAPEQUA UF23,36059,195570,2345,49950,143275,188713
EAST WILLISTON UF SCHOOL DIST,36059,58540,519,5871,52150,55337
NEW HYDE PRK-GARDEN CTY PRK UN FR,36059,37512,617,8907,27988,35638
HERRICKS UF,36059,111865,1762,20217,89886,110582
CARLE PLACE UF SCHOOL DIST,36059,48888,594,7646,40648,47295
OCEANSIDE UF,36059,144915,2318,33697,108900,148605
NORTH SHORE CENTRAL,36059,98964,1015,9117,88832,97728
SYOSSET CTL,36059,214609,1948,25643,187018,206956
OYSTER BAY-EAST NORWICH CTL,36059,57617,820,5161,51636,53266
JERICHO UF,36059,120414,1124,9170,110120,111714
PLAINEDGE UNION FREE SCHOOL DIST,36059,85425,965,27853,56607,81632
PLAINVIEW-OLD BETHPAGE CENTRAL,36059,144922,1567,30909,112446,145605
BETHPAGE UF,36059,84159,1135,19799,63225,79719
PORT WASHINGTON UF SCHOOL DIST,36059,150235,2262,15841,132132,145482
ROCKVILLE CENTRE UNION FREE SCHOOL DIST,36059,108228,1494,17026,89708,125358
ROSLYN UNION FREE,36059,106136,1004,10541,94591,99963
UNIONDALE UF,36059,185778,9555,51059,125164,183199
WEST HEMPSTEAD UNION FREE SCHOOL DIST,36059,59849,1483,15766,42600,58083
WESTBURY UNION FREE SCHOOL DIST,36059,132460,6109,51332,75019,130790
HEWLET WOODMERE UF,36059,114251,1743,17793,94715,102318
LOCUST VALLEY CTL SCHOOL DIST,36059,83926,911,7177,75838,79642
LEWISTON PORTER CTL SCH,36063,43714,1853,18791,23070,58733
LOCKPORT CITY,36063,92308,5067,54628,32613,92851
NEWFANE CENTRAL,36063,33555,846,22194,10515,26661
NIAGARA WHEATFIELD CENTRAL SCHOOL DIST,36063,75774,2756,42063,30955,64133
NIAGARA FALLS CITY SCH,36063,150776,10448,110520,29808,143396
NORTH TONAWANDA CITY SCHOOL DIST,36063,73622,3404,43850,26368,69226
STARPOINT CTL,36063,49979,1250,24953,23776,47916
ROYALTON HARTLAND CENTL SCHOOL DIST,36063,21509,816,12563,8130,21645
BARKER CENTRAL,36063,16257,673,8714,6870,16378
WILSON CENTRAL,36063,26263,1033,15510,9720,26858
ADIRONDACK CENTRAL,36065,28212,1036,18190,8986,28513
CAMDEN CENTRAL,36065,48070,1944,36535,9591,47295
CLINTON CENTRAL SCHOOL DIST,36065,27335,537,12723,14075,26921
NEW HARTFORD CTL,36065,50631,965,18577,31089,48170
NEW YORK MILLS UNION FREE,36065,12756,450,5304,7002,12161
SAUQUOIT VALLEY CTL,36065,20234,392,13386,6456,20478
REMSEN CENTRAL,36065,11674,312,6943,4419,10872
ROME CITY,36065,113281,5806,77149,30326,115530
WATERVILLE CENTRAL SCH,36065,17318,517,12413,4388,20963
SHERRILL CITY,36065,36480,1495,23473,11512,32994
HOLLAND PATENT CENTRAL SCHOOL DIST,36065,30633,932,18459,11242,28810
UTICA CITY,36065,189466,17301,141299,30866,181782
WESTMORELAND CTL SCHOOL,36065,19801,459,12618,6724,19726
ORISKANY CTL,36065,13774,377,7921,5476,14393
WHITESBORO CENTRAL SCHOOL DIST,36065,61404,2029,33372,26003,64578
WEST GENESEE CENTRAL SCH DIST AT CAMILLUS,36067,82352,2463,39744,40145,89590
